sku,nombre,imagen,precio,frecuencia,inventario_tipo,categoria,existencias,descripcion,precio_original,modelo_caja,descuento,tamano_altavoz,caracteristicas
"RVJ-013","Revista Traveler Especial Gourmet","assets/img/Revistas/istockphoto-609437196-612x612.webp","110","Inmediato","Outlet","revistas-viajes","12","Producto premium de la categoría Viajes y Cultura en liquidación y oferta.","148","RVJ-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RVJ-014","Revista Lonely Planet Europa","assets/img/Revistas/istockphoto-609437196-612x612.webp","85","Inmediato","Outlet","revistas-viajes","12","Producto premium de la categoría Viajes y Cultura en liquidación y oferta.","114","RVJ-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RVJ-015","Revista México Desconocido Pueblos Magicos","assets/img/Revistas/istockphoto-609437196-612x612.webp","85","Inmediato","Outlet","revistas-viajes","12","Producto premium de la categoría Viajes y Cultura en liquidación y oferta.","114","RVJ-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RVJ-016","NatGeo Viajes Especial Ciudades","assets/img/Revistas/istockphoto-609437196-612x612.webp","120","Inmediato","Outlet","revistas-viajes","12","Producto premium de la categoría Viajes y Cultura en liquidación y oferta.","162","RVJ-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RVJ-017","Revista Viajar Especial Aventura","assets/img/Revistas/istockphoto-609437196-612x612.webp","90","Inmediato","Outlet","revistas-viajes","12","Producto premium de la categoría Viajes y Cultura en liquidación y oferta.","121","RVJ-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RVJ-018","Revista Traveler Destinos 2026","assets/img/Revistas/istockphoto-609437196-612x612.webp","110","Inmediato","Outlet","revistas-viajes","12","Producto premium de la categoría Viajes y Cultura en liquidación y oferta.","148","RVJ-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RVJ-019","Revista Lonely Planet Especial América","assets/img/Revistas/istockphoto-609437196-612x612.webp","110","Inmediato","Outlet","revistas-viajes","12","Producto premium de la categoría Viajes y Cultura en liquidación y oferta.","148","RVJ-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RVJ-020","Revista México Desconocido Especial","assets/img/Revistas/istockphoto-609437196-612x612.webp","85","Inmediato","Outlet","revistas-viajes","12","Producto premium de la categoría Viajes y Cultura en liquidación y oferta.","114","RVJ-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-001","Revista Wired Edición Global","assets/img/Revistas/istockphoto-609437196-612x612.webp","140","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","189","RTE-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-002","Revista PC Magazine Hardware","assets/img/Revistas/istockphoto-609437196-612x612.webp","95","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","128","RTE-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-003","Revista Automóvil Especial Motor","assets/img/Revistas/istockphoto-609437196-612x612.webp","85","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","114","RTE-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-004","Revista Wired Inteligencia Artificial","assets/img/Revistas/istockphoto-609437196-612x612.webp","150","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","202","RTE-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-005","Revista PC Magazine Especial Redes","assets/img/Revistas/istockphoto-609437196-612x612.webp","95","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","128","RTE-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-006","Revista Car and Driver Lujo","assets/img/Revistas/istockphoto-609437196-612x612.webp","90","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","121","RTE-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-007","Revista Gadget Innovación Diaria","assets/img/Revistas/istockphoto-609437196-612x612.webp","75","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","101","RTE-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-008","Revista T3 Tecnología de Consumo","assets/img/Revistas/istockphoto-609437196-612x612.webp","80","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","108","RTE-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-009","Revista Motores y Pilotos Carrera","assets/img/Revistas/istockphoto-609437196-612x612.webp","85","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","114","RTE-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-010","Revista Wired Futuro Digital","assets/img/Revistas/istockphoto-609437196-612x612.webp","140","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","189","RTE-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-011","Revista PC Magazine Ciberseguridad","assets/img/Revistas/istockphoto-609437196-612x612.webp","95","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","128","RTE-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-012","Revista Automóvil Superdeportivos","assets/img/Revistas/istockphoto-609437196-612x612.webp","95","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","128","RTE-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-013","Revista Gadget Especial Gaming","assets/img/Revistas/istockphoto-609437196-612x612.webp","75","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","101","RTE-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-014","Revista T3 Guía de Compras Lujo","assets/img/Revistas/istockphoto-609437196-612x612.webp","80","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","108","RTE-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-015","Revista Motociclismo Aventura","assets/img/Revistas/istockphoto-609437196-612x612.webp","70","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","94","RTE-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-016","Revista Wired Especial Robótica","assets/img/Revistas/istockphoto-609437196-612x612.webp","150","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","202","RTE-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-017","Revista PC Magazine Guía de Software","assets/img/Revistas/istockphoto-609437196-612x612.webp","95","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","128","RTE-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-018","Revista Automóvil Clásicos Lujo","assets/img/Revistas/istockphoto-609437196-612x612.webp","95","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","128","RTE-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-019","Revista Gadget Smart Home Guía","assets/img/Revistas/istockphoto-609437196-612x612.webp","75","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","101","RTE-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RTE-020","Revista Car and Driver F1 Especial","assets/img/Revistas/istockphoto-609437196-612x612.webp","90","Inmediato","Outlet","revistas-tecnologia","12","Producto premium de la categoría Tecnología y Motor en liquidación y oferta.","121","RTE-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-001","Revista Vanidades Entretenimiento","assets/img/Revistas/istockphoto-609437196-612x612.webp","70","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","94","RHG-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-002","Revista BuenHogar Ideas Prácticas","assets/img/Revistas/istockphoto-609437196-612x612.webp","65","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","87","RHG-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-003","Revista Cocina Fácil Recetas","assets/img/Revistas/istockphoto-609437196-612x612.webp","55","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","74","RHG-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-004","Revista Vanidades Especial Realeza","assets/img/Revistas/istockphoto-609437196-612x612.webp","85","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","114","RHG-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-005","Revista BuenHogar Decoración","assets/img/Revistas/istockphoto-609437196-612x612.webp","65","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","87","RHG-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-006","Revista Cocina Fácil Repostería","assets/img/Revistas/istockphoto-609437196-612x612.webp","55","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","74","RHG-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-007","Revista Casa y Jardín Paisajismo","assets/img/Revistas/istockphoto-609437196-612x612.webp","80","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","108","RHG-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-008","Revista Arquitectura y Diseño","assets/img/Revistas/istockphoto-609437196-612x612.webp","110","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","148","RHG-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-009","Revista Cocina Saludable Dieta","assets/img/Revistas/istockphoto-609437196-612x612.webp","55","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","74","RHG-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-010","Revista Vanidades Especial Recetas","assets/img/Revistas/istockphoto-609437196-612x612.webp","85","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","114","RHG-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-011","Revista BuenHogar Organización","assets/img/Revistas/istockphoto-609437196-612x612.webp","65","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","87","RHG-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-012","Revista Cocina Fácil Antojitos","assets/img/Revistas/istockphoto-609437196-612x612.webp","55","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","74","RHG-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-013","Revista Casa y Jardín Interiores","assets/img/Revistas/istockphoto-609437196-612x612.webp","80","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","108","RHG-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-014","Revista Arquitectura y Diseño Lujo","assets/img/Revistas/istockphoto-609437196-612x612.webp","130","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","175","RHG-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-015","Revista Cocina Italiana Recetas","assets/img/Revistas/istockphoto-609437196-612x612.webp","55","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","74","RHG-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-016","Revista Vanidades Especial Moda","assets/img/Revistas/istockphoto-609437196-612x612.webp","85","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","114","RHG-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-017","Revista BuenHogar Especial Navidad","assets/img/Revistas/istockphoto-609437196-612x612.webp","80","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","108","RHG-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-018","Revista Cocina Fácil Rápida","assets/img/Revistas/istockphoto-609437196-612x612.webp","55","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","74","RHG-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-019","Revista Casa y Jardín Piscinas","assets/img/Revistas/istockphoto-609437196-612x612.webp","80","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","108","RHG-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"RHG-020","Revista Arquitectura Sustentable","assets/img/Revistas/istockphoto-609437196-612x612.webp","110","Inmediato","Outlet","revistas-hogar","12","Producto premium de la categoría Hogar y Cocina en liquidación y oferta.","148","RHG-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
